risk,rust_file,upstream_file,mapped_by_parity,rust_tokens,upstream_tokens,token_cosine,generic_token_cosine,identifier_jaccard,shared_identifiers,code_shingles,generic_code_shingles,comment_shingles,shared_string_literals,example_shared_strings
low,src/posdef.rs,inc/Minuit2/MnParabolaFactory.h,no,926,62,0.4577,0.7725,0.0,0,0,0,0,0,
low,src/simplex/minimizer.rs,src/MnTraceObject.cxx,no,240,315,0.4577,0.8617,0.0317,2,0,0,0,0,
low,src/migrad/builder.rs,inc/Minuit2/ScanBuilder.h,no,1615,61,0.4576,0.8819,0.0292,4,0,0,0,0,
low,src/migrad/builder.rs,inc/Minuit2/SimplexBuilder.h,no,1615,61,0.4576,0.8819,0.0292,4,0,0,0,0,
low,src/minos/cross.rs,inc/Minuit2/ExternalInternalGradientCalculator.h,no,402,80,0.4576,0.8325,0.0,0,0,0,0,0,
low,src/simplex/builder.rs,inc/Minuit2/MnEigen.h,no,1505,45,0.4576,0.9006,0.0,0,0,0,0,0,
low,src/simplex/minimizer.rs,inc/Minuit2/MnTiny.h,no,240,44,0.4576,0.8359,0.0,0,0,0,0,0,
low,src/posdef.rs,inc/Math/Error.h,no,926,937,0.4575,0.7828,0.0123,1,0,0,0,0,
low,src/user_parameters.rs,test/MnSim/GaussDataGen.h,no,1781,141,0.4574,0.8267,0.0088,1,0,0,0,0,
low,src/migrad/mod.rs,inc/Minuit2/FumiliMaximumLikelihoodFCN.h,no,648,234,0.4573,0.8693,0.0,0,0,0,0,0,
low,src/simplex/mod.rs,src/MPIProcess.cxx,no,566,1640,0.4573,0.8605,0.0,0,0,0,0,0,
low,src/minimum/parameters.rs,inc/Minuit2/MnParabolaPoint.h,no,239,68,0.4572,0.795,0.0,0,0,0,0,0,
low,src/user_parameter_state.rs,test/MnSim/demoMinimizer.cxx,no,1543,564,0.4572,0.8389,0.0155,2,0,0,0,0,
low,src/strategy.rs,inc/Minuit2/FumiliBuilder.h,no,1865,172,0.4571,0.75,0.0093,1,0,0,0,0,
low,src/minimum/seed.rs,inc/Minuit2/MnFunctionCross.h,no,289,145,0.457,0.8261,0.0392,2,0,0,0,0,
low,src/parameter.rs,test/MnSim/PaulTest2.cxx,no,1181,822,0.457,0.8333,0.0463,5,0,0,0,0,
low,src/simplex/mod.rs,src/MnPrint.cxx,no,566,2505,0.457,0.8436,0.0591,11,0,0,0,0,
low,src/user_parameter_state.rs,test/MnTutorial/Quad4F.h,no,1543,416,0.457,0.6119,0.0094,1,0,0,0,0,
low,src/fcn.rs,test/MnSim/GaussDataGen.h,no,744,141,0.4569,0.796,0.0,0,0,0,0,0,
low,src/minimum/mod.rs,test/MnTutorial/Quad4F.h,no,1360,416,0.4569,0.6114,0.0259,3,0,0,0,0,
low,src/fcn.rs,inc/TMinuit2TraceObject.h,no,744,128,0.4564,0.8081,0.0,0,0,0,0,0,
low,src/minos/cross.rs,inc/Minuit2/MnHesse.h,no,402,220,0.4563,0.8183,0.037,2,0,0,0,0,
low,src/minimum/seed.rs,src/MnMatrix.cxx,no,289,4452,0.4562,0.7872,0.0069,1,0,0,0,0,
low,src/minimum/error.rs,inc/Minuit2/FumiliMaximumLikelihoodFCN.h,no,639,234,0.4561,0.8347,0.0241,2,0,0,0,0,
low,src/simplex/mod.rs,src/FumiliStandardChi2FCN.cxx,no,566,495,0.456,0.8504,0.0,0,0,0,0,0,
low,src/simplex/mod.rs,inc/Minuit2/MnMachinePrecision.h,no,566,85,0.4559,0.8592,0.0,0,0,0,0,0,
low,src/migrad/mod.rs,test/MnSim/GaussFcn2.cxx,no,648,392,0.4558,0.8371,0.0,0,0,0,0,0,
low,src/simplex/mod.rs,inc/Minuit2/ScanBuilder.h,no,566,61,0.4556,0.8737,0.0606,4,0,0,0,0,
low,src/simplex/mod.rs,inc/Minuit2/SimplexBuilder.h,no,566,61,0.4556,0.8737,0.0606,4,0,0,0,0,
low,src/simplex/mod.rs,test/MnSim/ParallelTest.cxx,no,566,722,0.4556,0.8422,0.0396,4,0,0,0,0,
low,src/minimum/gradient.rs,src/MnCovarianceSqueeze.cxx,no,277,660,0.4555,0.8068,0.0,0,0,0,0,0,
low,src/minimum/error.rs,src/FumiliStandardMaximumLikelihoodFCN.cxx,no,639,662,0.4552,0.8218,0.02,2,0,0,0,0,
low,src/minimum/gradient.rs,src/AnalyticalGradientCalculator.cxx,no,277,941,0.4552,0.8302,0.0625,4,0,0,0,0,
low,src/mn_fcn.rs,inc/Minuit2/MnStrategy.h,no,268,380,0.4552,0.8241,0.0,0,0,0,0,0,
low,src/parameter.rs,inc/Minuit2/NumericalDerivator.h,no,1181,575,0.4552,0.848,0.0244,3,0,0,0,0,
low,src/minos/cross.rs,inc/Minuit2/MinimumSeed.h,no,402,243,0.4551,0.7998,0.0364,2,0,0,0,0,
low,src/minos/cross.rs,src/ScanBuilder.cxx,no,402,304,0.4551,0.8105,0.0469,3,0,0,0,0,
low,src/parabola.rs,inc/Minuit2/MnPosDef.h,no,1005,59,0.4551,0.7791,0.0,0,0,0,0,0,
low,src/minimum/gradient.rs,src/MPIProcess.h,no,277,631,0.455,0.8648,0.0,0,0,0,0,0,
low,src/migrad/mod.rs,inc/Minuit2/FumiliGradientCalculator.h,no,648,160,0.4548,0.8496,0.025,2,0,0,0,0,
low,src/migrad/mod.rs,inc/Minuit2/MnLineSearch.h,no,648,112,0.4548,0.8264,0.0141,1,0,0,0,0,
low,src/simplex/parameters.rs,test/MnTutorial/Quad12F.h,no,871,288,0.4548,0.7491,0.0,0,0,0,0,0,
low,src/simplex/seed.rs,inc/Minuit2/MinimumSeedGenerator.h,no,342,61,0.4548,0.8366,0.0526,3,0,0,0,0,
low,src/minos/cross.rs,inc/Minuit2/SimplexParameters.h,no,402,246,0.4547,0.8326,0.0,0,0,0,0,0,
low,src/gradient/initial.rs,inc/Minuit2/MinimumErrorUpdator.h,no,466,59,0.4546,0.8579,0.0312,2,0,0,0,0,
low,src/minimum/gradient.rs,src/HessianGradientCalculator.cxx,no,277,767,0.4546,0.8408,0.0617,5,0,0,0,0,
low,src/simplex/builder.rs,inc/Minuit2/CombinedMinimizer.h,no,1505,74,0.4546,0.9031,0.0,0,0,0,0,0,
low,src/simplex/minimizer.rs,inc/Minuit2/SimplexSeedGenerator.h,no,240,61,0.4546,0.8878,0.0638,3,0,0,0,0,
low,src/migrad/minimizer.rs,inc/Minuit2/MnTiny.h,no,466,44,0.4545,0.835,0.0,0,0,0,0,0,
low,src/minimum/state.rs,inc/Minuit2/FumiliMaximumLikelihoodFCN.h,no,350,234,0.4545,0.857,0.0164,1,0,0,0,0,
low,src/contours/contours_error.rs,inc/Minuit2/MnParabolaPoint.h,no,139,68,0.4544,0.7862,0.0,0,0,0,0,0,
low,src/minimize/mod.rs,test/MnSim/ParallelTest.cxx,no,1626,722,0.4544,0.8462,0.041,5,0,0,0,0,
low,src/minimize/mod.rs,src/SqrtUpParameterTransformation.cxx,no,1626,213,0.4543,0.8379,0.0225,2,0,0,0,0,
low,src/migrad/mod.rs,inc/Minuit2/ScanBuilder.h,no,648,61,0.4542,0.872,0.0588,4,0,0,0,0,
low,src/migrad/mod.rs,inc/Minuit2/SimplexBuilder.h,no,648,61,0.4542,0.872,0.0588,4,0,0,0,0,
low,src/minos/minos_error.rs,inc/Minuit2/MnParabolaPoint.h,no,428,68,0.4542,0.7504,0.0,0,0,0,0,0,
low,src/minimum/gradient.rs,src/math/Minimizer.cxx,no,277,808,0.4541,0.8644,0.0127,1,0,0,0,0,
low,src/minimum/parameters.rs,inc/Minuit2/FCNBase.h,no,239,262,0.4541,0.8107,0.0,0,0,0,0,0,
low,src/minimum/seed.rs,inc/Math/IFunction.h,no,289,741,0.4539,0.7575,0.0317,2,0,0,0,0,
low,src/minimum/parameters.rs,src/MnGlobalCorrelationCoeff.cxx,no,239,165,0.4538,0.842,0.0,0,0,0,0,0,
low,src/minos/cross.rs,inc/Math/FitMethodFunction.h,no,402,477,0.4538,0.8082,0.0,0,0,0,0,0,
low,src/minimum/gradient.rs,test/MnSim/GaussFunction.h,no,277,164,0.4537,0.7554,0.0,0,0,0,0,0,
low,src/minimum/state.rs,test/MnTutorial/Quad4FMain.cxx,no,350,228,0.4537,0.8674,0.0,0,0,0,0,0,
low,src/parameter.rs,inc/Minuit2/SimplexSeedGenerator.h,no,1181,61,0.4537,0.8413,0.0156,1,0,0,0,0,
low,src/mn_fcn.rs,src/SqrtLowParameterTransformation.cxx,no,268,211,0.4536,0.839,0.0769,3,0,0,0,0,
low,src/minimum/error.rs,test/MnTutorial/Quad1F.h,no,639,146,0.4535,0.8134,0.0154,1,0,0,0,0,
low,src/simplex/mod.rs,src/MnStrategy.cxx,no,566,313,0.4533,0.6927,0.0133,1,0,0,0,0,
low,src/migrad/mod.rs,inc/Minuit2/FCNBase.h,no,648,262,0.4531,0.8056,0.0122,1,0,0,0,0,
low,src/scan/mod.rs,test/MnSim/demoMinimizer.cxx,no,675,564,0.4531,0.836,0.0222,2,0,0,0,0,
low,src/simplex/parameters.rs,inc/Minuit2/ModularFunctionMinimizer.h,no,871,163,0.453,0.8049,0.0,0,0,0,0,0,
low,src/minimize/mod.rs,src/MPIProcess.cxx,no,1626,1640,0.4529,0.864,0.0,0,0,0,0,0,
low,src/minimum/parameters.rs,src/AnalyticalGradientCalculator.cxx,no,239,941,0.4529,0.8262,0.0469,3,0,0,0,0,
low,src/minimum/state.rs,inc/Minuit2/MnLineSearch.h,no,350,112,0.4529,0.8172,0.0227,1,0,0,0,0,
low,src/simplex/parameters.rs,test/MnSim/GaussDataGen.h,no,871,141,0.4529,0.8097,0.0,0,0,0,0,0,
low,src/strategy.rs,inc/Minuit2/MnParabolaFactory.h,no,1865,62,0.4529,0.758,0.0,0,0,0,0,0,
low,src/simplex/builder.rs,test/MnTutorial/Quad12F.h,no,1505,288,0.4528,0.7679,0.0083,1,0,0,0,0,
low,src/covariance_squeeze.rs,inc/Minuit2/MinimumSeedGenerator.h,no,1124,61,0.4527,0.7889,0.0,0,0,0,0,0,
low,src/minimum/seed.rs,src/MnTraceObject.cxx,no,289,315,0.4527,0.799,0.0962,5,0,0,0,0,
low,src/transform/mod.rs,inc/Minuit2/FumiliBuilder.h,no,108,172,0.4527,0.9134,0.0,0,0,0,0,0,
low,src/minos/cross.rs,src/math/Minimizer.cxx,no,402,808,0.4525,0.8257,0.0118,1,0,0,0,0,
low,src/minimum/parameters.rs,inc/Minuit2/FumiliStandardChi2FCN.h,no,239,512,0.4524,0.8602,0.0,0,0,0,0,0,
low,src/minos/cross.rs,src/SimplexSeedGenerator.cxx,no,402,244,0.4524,0.8182,0.0308,2,0,0,0,0,
low,src/minimum/mod.rs,test/MnSim/GaussDataGen.h,no,1360,141,0.4522,0.83,0.0,0,0,0,0,0,
low,src/scan/mod.rs,inc/TMinuit2TraceObject.h,no,675,128,0.4522,0.8676,0.0125,1,0,0,0,0,
low,src/transform/sqrt_low.rs,inc/Minuit2/CombinedMinimizer.h,no,455,74,0.4522,0.8932,0.02,1,0,0,0,0,
low,src/minimum/mod.rs,inc/Minuit2/MnSeedGenerator.h,no,1360,74,0.4519,0.8302,0.025,3,0,0,0,0,
low,src/minimum/parameters.rs,src/math/Minimizer.cxx,no,239,808,0.4519,0.8614,0.0128,1,0,0,0,0,
low,src/contours/contours_error.rs,inc/Math/IFunction.h,no,139,741,0.4518,0.7746,0.0172,1,0,0,0,0,
low,src/minimum/error.rs,inc/Minuit2/MnStrategy.h,no,639,380,0.4518,0.8023,0.0,0,0,0,0,0,
low,src/minos/minos_error.rs,inc/Minuit2/InitialGradientCalculator.h,no,428,130,0.4518,0.7853,0.0,0,0,0,0,0,
low,src/precision.rs,inc/Minuit2/CombinedMinimizer.h,no,305,74,0.4516,0.8156,0.0,0,0,0,0,0,
low,src/minos/minos_error.rs,inc/Minuit2/MnPlot.h,no,428,170,0.4514,0.7955,0.0192,1,0,0,0,0,
low,src/transform/sqrt_up.rs,inc/Minuit2/CombinedMinimizer.h,no,457,74,0.4514,0.8927,0.02,1,0,0,0,0,
low,src/minimum/error.rs,inc/Minuit2/MnTiny.h,no,639,44,0.4512,0.7973,0.0,0,0,0,0,0,
low,src/mn_fcn.rs,src/MnMachinePrecision.cxx,no,268,165,0.4512,0.8372,0.0465,2,0,0,0,0,
low,src/minimum/error.rs,inc/Minuit2/MnParabolaFactory.h,no,639,62,0.451,0.8166,0.0,0,0,0,0,0,
low,src/minimum/state.rs,src/FumiliStandardChi2FCN.cxx,no,350,495,0.451,0.838,0.0435,3,0,0,0,0,
low,src/minos/minos_error.rs,test/MnTutorial/Quad8FMain.cxx,no,428,163,0.4509,0.7983,0.0217,1,0,0,0,0,
low,src/minimum/gradient.rs,src/VariableMetricEDMEstimator.cxx,no,277,101,0.4508,0.7685,0.069,2,0,0,0,0,
low,src/user_covariance.rs,inc/Minuit2/MinimumErrorUpdator.h,no,560,59,0.4508,0.7988,0.0,0,0,0,0,0,
low,src/migrad/minimizer.rs,inc/Minuit2/SimplexSeedGenerator.h,no,466,61,0.4507,0.8889,0.0377,2,0,0,0,0,
low,src/parameter.rs,test/MnSim/PaulTest.cxx,no,1181,744,0.4506,0.8342,0.0467,5,0,0,0,0,
low,src/minimum/gradient.rs,inc/Minuit2/BFGSErrorUpdator.h,no,277,43,0.4505,0.878,0.0303,1,0,0,0,0,
low,src/minimum/gradient.rs,inc/Minuit2/DavidonErrorUpdator.h,no,277,43,0.4505,0.878,0.0303,1,0,0,0,0,
low,src/minimum/gradient.rs,inc/Minuit2/MnParabolaPoint.h,no,277,68,0.4505,0.7927,0.0,0,0,0,0,0,
low,src/minos/minos_error.rs,inc/Minuit2/MnUserParameters.h,no,428,495,0.4505,0.7788,0.0282,2,0,0,0,0,
low,src/minimum/parameters.rs,src/MnCovarianceSqueeze.cxx,no,239,660,0.4504,0.8034,0.0,0,0,0,0,0,
low,src/simplex/mod.rs,inc/TMinuit2TraceObject.h,no,566,128,0.4504,0.8841,0.0,0,0,0,0,0,
low,src/minimum/seed.rs,inc/Minuit2/MnPosDef.h,no,289,59,0.4503,0.8003,0.0909,3,0,0,0,0,
low,src/fcn.rs,inc/Minuit2/NumericalDerivator.h,no,744,575,0.4502,0.8007,0.0164,2,0,0,0,0,
low,src/simplex/seed.rs,inc/Minuit2/MnParabolaPoint.h,no,342,68,0.4502,0.7822,0.0,0,0,0,0,0,
low,src/migrad/mod.rs,inc/TMinuit2TraceObject.h,no,648,128,0.4501,0.8828,0.0,0,0,0,0,0,
low,src/simplex/mod.rs,src/mntplot.cxx,no,566,1310,0.4501,0.8446,0.0,0,0,0,0,0,
low,src/transform/mod.rs,inc/TMinuit2TraceObject.h,no,108,128,0.45,0.9111,0.0,0,0,0,0,0,
low,src/mn_fcn.rs,src/MnTiny.cxx,no,268,47,0.4499,0.8255,0.0303,1,0,0,0,0,
low,src/mn_fcn.rs,src/SqrtUpParameterTransformation.cxx,no,268,213,0.4499,0.8362,0.0769,3,0,0,0,0,
low,src/parameter.rs,inc/Math/Error.h,no,1181,937,0.4499,0.8448,0.0488,4,0,0,0,0,
low,src/migrad/minimizer.rs,inc/Minuit2/MinimumSeedGenerator.h,no,466,61,0.4498,0.8587,0.0408,2,0,0,0,0,
low,src/mn_fcn.rs,inc/Minuit2/MnTiny.h,no,268,44,0.4498,0.8155,0.0,0,0,0,0,0,
low,src/posdef.rs,inc/Minuit2/MinimumSeedGenerator.h,no,926,61,0.4497,0.7625,0.0,0,0,0,0,0,
low,src/simplex/minimizer.rs,inc/Minuit2/MinimumSeedGenerator.h,no,240,61,0.4497,0.8575,0.0455,2,0,0,0,0,
low,src/migrad/mod.rs,inc/Minuit2/GradientCalculator.h,no,648,101,0.4496,0.815,0.0,0,0,0,0,0,
low,src/minos/cross.rs,inc/Minuit2/MnParabolaPoint.h,no,402,68,0.4494,0.7677,0.0,0,0,0,0,0,
low,src/print.rs,inc/Minuit2/ModularFunctionMinimizer.h,no,323,163,0.4493,0.7403,0.0351,2,0,0,0,0,
low,src/minos/minos_error.rs,inc/Minuit2/Numerical2PGradientCalculator.h,no,428,115,0.4492,0.7934,0.0,0,0,0,0,0,
low,src/global_cc.rs,inc/Minuit2/MinimumErrorUpdator.h,no,472,59,0.4491,0.7957,0.0,0,0,0,0,0,
low,src/contours/contours_error.rs,src/SimplexParameters.cxx,no,139,267,0.449,0.8233,0.0,0,0,0,0,0,
low,src/minimum/state.rs,inc/Minuit2/MnStrategy.h,no,350,380,0.449,0.8194,0.0,0,0,0,0,0,
low,src/minimum/mod.rs,test/MnSim/demoMinimizer.cxx,no,1360,564,0.4488,0.8284,0.007,1,0,0,0,0,
low,src/minimum/seed.rs,inc/Minuit2/MnParabolaPoint.h,no,289,68,0.4488,0.7663,0.0,0,0,0,0,0,
low,src/minimum/seed.rs,test/testMinuit2.cxx,no,289,1071,0.4488,0.771,0.027,2,0,0,0,0,
low,src/minos/minos_error.rs,test/testMinuit2.cxx,no,428,1071,0.4487,0.749,0.0128,1,0,0,0,0,
low,src/minimize/mod.rs,inc/Minuit2/FCNBase.h,no,1626,262,0.4486,0.8083,0.0098,1,0,0,0,0,
low,src/minos/cross.rs,inc/Minuit2/MnTraceObject.h,no,402,129,0.4486,0.8006,0.0513,2,0,0,0,0,
low,src/parameter.rs,test/MnSim/demoMinimizer.cxx,no,1181,564,0.4486,0.8227,0.0235,2,0,0,0,0,
low,src/gradient/initial.rs,inc/Minuit2/MinimumSeedGenerator.h,no,466,61,0.4485,0.8424,0.0312,2,0,0,0,0,
low,src/gradient/analytical.rs,inc/Minuit2/MinimumSeedGenerator.h,no,1312,61,0.4482,0.8325,0.0,0,0,0,0,0,
low,src/minimize/mod.rs,inc/Minuit2/MnMachinePrecision.h,no,1626,85,0.4482,0.8611,0.0,0,0,0,0,0,
low,src/user_parameter_state.rs,inc/Minuit2/NumericalDerivator.h,no,1543,575,0.4482,0.8639,0.0429,7,0,0,0,0,
low,src/minos/minos_error.rs,inc/Minuit2/MnCovarianceSqueeze.h,no,428,70,0.4481,0.7874,0.0,0,0,0,0,0,
low,src/minimum/parameters.rs,inc/Minuit2/BFGSErrorUpdator.h,no,239,43,0.448,0.8746,0.0312,1,0,0,0,0,
low,src/minimum/parameters.rs,inc/Minuit2/DavidonErrorUpdator.h,no,239,43,0.448,0.8746,0.0312,1,0,0,0,0,
low,src/migrad/mod.rs,inc/Minuit2/MnParabolaFactory.h,no,648,62,0.4479,0.8365,0.0,0,0,0,0,0,
low,src/minimum/parameters.rs,inc/Minuit2/MnUserParameterState.h,no,239,835,0.4479,0.834,0.0103,1,0,0,0,0,
low,src/user_covariance.rs,inc/Minuit2/CombinedMinimizer.h,no,560,74,0.4479,0.8117,0.0204,1,0,0,0,0,
low,src/hesse/calculator.rs,inc/Minuit2/MinimumSeedGenerator.h,no,1392,61,0.4478,0.8218,0.0175,2,0,0,0,0,
low,src/gradient/mod.rs,inc/Math/GenAlgoOptions.h,no,92,798,0.4475,0.8488,0.0,0,0,0,0,0,
low,src/user_transformation.rs,test/MnTutorial/Quad8F.h,no,2894,212,0.4474,0.7358,0.0152,2,0,0,0,0,
low,src/minimum/error.rs,inc/Math/MinimizerOptions.h,no,639,571,0.4473,0.8136,0.0152,2,0,0,0,0,
low,src/minimum/error.rs,inc/Minuit2/BFGSErrorUpdator.h,no,639,43,0.4473,0.8454,0.0312,2,0,0,0,0,
low,src/minimum/error.rs,inc/Minuit2/DavidonErrorUpdator.h,no,639,43,0.4473,0.8454,0.0312,2,0,0,0,0,
low,src/minimum/seed.rs,inc/Minuit2/FumiliMinimizer.h,no,289,172,0.4473,0.8247,0.0159,1,0,0,0,0,
low,src/parameter.rs,src/MnTiny.cxx,no,1181,47,0.4473,0.8096,0.0175,1,0,0,0,0,
low,src/simplex/mod.rs,inc/Minuit2/FCNBase.h,no,566,262,0.4473,0.8041,0.0253,2,0,0,0,0,
low,src/minimum/gradient.rs,inc/Minuit2/InitialGradientCalculator.h,no,277,130,0.4471,0.8481,0.0256,1,0,0,0,0,
low,src/minimum/gradient.rs,inc/Minuit2/Minuit2Minimizer.h,no,277,936,0.4471,0.8709,0.0,0,0,0,0,0,
low,src/simplex/seed.rs,inc/Minuit2/MinimumErrorUpdator.h,no,342,59,0.4471,0.8474,0.0526,3,0,0,0,0,
low,src/contours/contours_error.rs,inc/Minuit2/MnUserParameterState.h,no,139,835,0.447,0.8271,0.01,1,0,0,0,0,
low,src/minimum/error.rs,src/FumiliStandardChi2FCN.cxx,no,639,495,0.447,0.8167,0.0215,2,0,0,0,0,
low,src/minos/minos_error.rs,inc/Minuit2/FumiliGradientCalculator.h,no,428,160,0.447,0.782,0.0,0,0,0,0,0,
low,src/minimum/gradient.rs,test/MnTutorial/Quad1FMain.cxx,no,277,340,0.4469,0.8642,0.0,0,0,0,0,0,
low,src/minos/cross.rs,inc/Math/IOptions.h,no,402,353,0.4468,0.8181,0.0185,1,0,0,0,0,
low,src/migrad/minimizer.rs,inc/Minuit2/NegativeG2LineSearch.h,no,466,71,0.4467,0.8494,0.0196,1,0,0,0,0,
low,src/minimum/seed.rs,src/math/ParameterSettings.cxx,no,289,114,0.4467,0.8328,0.0233,1,0,0,0,0,
low,src/minimum/seed.rs,inc/Minuit2/MnStrategy.h,no,289,380,0.4466,0.7937,0.0,0,0,0,0,0,
low,src/simplex/mod.rs,inc/Minuit2/MnLineSearch.h,no,566,112,0.4465,0.8242,0.0145,1,0,0,0,0,
low,src/migrad/seed.rs,test/MnTutorial/Quad8F.h,no,1080,212,0.4464,0.7482,0.0,0,0,0,0,0,
low,src/simplex/mod.rs,inc/Minuit2/FumiliMaximumLikelihoodFCN.h,no,566,234,0.4464,0.8674,0.0,0,0,0,0,0,
low,src/contours/contours_error.rs,inc/Math/IOptions.h,no,139,353,0.4463,0.8443,0.02,1,0,0,0,0,
low,src/minimum/state.rs,test/MnSim/DemoGaussSim.cxx,no,350,1525,0.4463,0.8551,0.0096,1,0,0,0,0,
low,src/minimum/parameters.rs,inc/Minuit2/HessianGradientCalculator.h,no,239,193,0.4462,0.8501,0.0204,1,0,0,0,0,
low,src/minos/minos_error.rs,inc/Minuit2/MnMachinePrecision.h,no,428,85,0.4462,0.7877,0.0,0,0,0,0,0,
low,src/migrad/mod.rs,inc/Minuit2/MnSeedGenerator.h,no,648,74,0.446,0.8505,0.0286,2,0,0,0,0,
low,src/linesearch.rs,inc/Minuit2/MnEigen.h,no,1652,45,0.4459,0.8961,0.0192,2,0,0,0,0,
low,src/migrad/seed.rs,inc/Minuit2/FumiliErrorUpdator.h,no,1080,82,0.4459,0.8724,0.04,4,0,0,0,0,
low,src/minimize/mod.rs,inc/Minuit2/InitialGradientCalculator.h,no,1626,130,0.4459,0.854,0.0105,1,0,0,0,0,
low,src/minimum/parameters.rs,inc/Minuit2/FumiliGradientCalculator.h,no,239,160,0.4459,0.8443,0.0227,1,0,0,0,0,
low,src/minimum/seed.rs,inc/Minuit2/MnApplication.h,no,289,532,0.4459,0.7933,0.0741,6,0,0,0,0,
low,src/minos/cross.rs,test/MnSim/GaussFcn2.h,no,402,237,0.4458,0.8167,0.0,0,0,0,0,0,
low,src/minos/minos_error.rs,src/math/ParameterSettings.cxx,no,428,114,0.4458,0.8018,0.0,0,0,0,0,0,
low,src/user_parameter_state.rs,test/MnSim/GaussDataGen.h,no,1543,141,0.4458,0.8373,0.0,0,0,0,0,0,
low,src/user_covariance.rs,inc/Minuit2/MnEigen.h,no,560,45,0.4456,0.8114,0.0488,2,0,0,0,0,
low,src/contours/contours_error.rs,inc/Minuit2/Numerical2PGradientCalculator.h,no,139,115,0.4455,0.8581,0.0,0,0,0,0,0,
low,src/minimum/gradient.rs,test/testMinimizer.cxx,no,277,4977,0.4455,0.8339,0.0101,2,0,0,0,0,
low,src/mn_fcn.rs,inc/Minuit2/MnParabolaPoint.h,no,268,68,0.4455,0.7829,0.0,0,0,0,0,0,
low,src/python.rs,inc/Minuit2/MnSeedGenerator.h,no,5223,74,0.4452,0.852,0.0037,1,0,0,0,0,
low,src/scan/mod.rs,inc/Minuit2/ModularFunctionMinimizer.h,no,675,163,0.4451,0.8327,0.0375,3,0,0,0,0,
low,src/simplex/mod.rs,inc/Minuit2/InitialGradientCalculator.h,no,566,130,0.4451,0.8473,0.0423,3,0,0,0,0,
low,src/python.rs,inc/Minuit2/ModularFunctionMinimizer.h,no,5223,163,0.4448,0.8466,0.0108,3,0,0,0,0,
low,src/minimum/error.rs,inc/Minuit2/MnApplication.h,no,639,532,0.4447,0.8026,0.0091,1,0,0,0,0,
low,src/mn_fcn.rs,RVersion.hxx,no,268,146,0.4447,0.8525,0.0238,1,0,0,0,0,
low,src/migrad/mod.rs,inc/Math/Error.h,no,648,937,0.4446,0.8751,0.0225,2,0,0,0,0,
low,src/minos/minos_error.rs,inc/Math/MinimizerOptions.h,no,428,571,0.4446,0.7748,0.0,0,0,0,0,0,
low,src/user_parameter_state.rs,inc/Minuit2/CombinedMinimizer.h,no,1543,74,0.4446,0.871,0.009,1,0,0,0,0,
low,src/minimize/mod.rs,RVersion.hxx,no,1626,146,0.4445,0.8665,0.0,0,0,0,0,0,
low,src/transform/sin.rs,inc/Minuit2/SimplexSeedGenerator.h,no,727,61,0.4445,0.8459,0.0167,1,0,0,0,0,
low,src/minimize/mod.rs,test/MnSim/GaussFcn2.cxx,no,1626,392,0.4444,0.8382,0.0,0,0,0,0,0,
low,src/minimum/gradient.rs,test/testMinuit2.cxx,no,277,1071,0.4442,0.7982,0.0149,1,0,0,0,0,
low,src/minimum/gradient.rs,test/MnSim/DemoGaussSim.cxx,no,277,1525,0.444,0.8627,0.0,0,0,0,0,0,
low,src/minimize/mod.rs,src/mntplot.cxx,no,1626,1310,0.4439,0.847,0.0,0,0,0,0,0,
low,src/minimum/gradient.rs,test/MnTutorial/Quad1F.h,no,277,146,0.4439,0.8371,0.0,0,0,0,0,0,
low,src/mn_fcn.rs,test/MnSim/PaulTest2.cxx,no,268,822,0.4439,0.8456,0.0349,3,0,0,0,0,
low,src/parabola.rs,inc/Minuit2/NumericalDerivator.h,no,1005,575,0.4439,0.7816,0.0,0,0,0,0,0,
low,src/contours/contours_error.rs,src/Numerical2PGradientCalculator.cxx,no,139,1240,0.4438,0.8411,0.0192,2,0,0,0,0,
low,src/migrad/mod.rs,inc/Minuit2/ModularFunctionMinimizer.h,no,648,163,0.4438,0.8425,0.0921,7,0,0,0,0,
low,src/simplex/minimizer.rs,inc/Minuit2/NegativeG2LineSearch.h,no,240,71,0.4438,0.8479,0.0217,1,0,0,0,0,
low,src/linesearch.rs,inc/Minuit2/CombinedMinimizer.h,no,1652,74,0.4437,0.899,0.0089,1,0,0,0,0,
low,src/minos/cross.rs,inc/Minuit2/MnGlobalCorrelationCoeff.h,no,402,97,0.4437,0.8298,0.0,0,0,0,0,0,
low,src/contours/contours_error.rs,test/testCovariance.cxx,no,139,640,0.4436,0.8322,0.0154,1,0,0,0,0,
low,src/gradient/initial.rs,inc/Minuit2/MnParabolaFactory.h,no,466,62,0.4434,0.837,0.0,0,0,0,0,0,
low,src/contours/mod.rs,inc/Minuit2/MnParabolaFactory.h,no,1055,62,0.4431,0.8348,0.0,0,0,0,0,0,
low,src/minimum/gradient.rs,src/DavidonErrorUpdator.cxx,no,277,416,0.443,0.8853,0.037,2,0,0,0,0,
low,src/gradient/numerical.rs,inc/Minuit2/MnParabolaFactory.h,no,1541,62,0.4429,0.8289,0.0,0,0,0,0,0,
low,src/minimize/mod.rs,inc/Minuit2/MnLineSearch.h,no,1626,112,0.4429,0.8277,0.0,0,0,0,0,0,
low,src/minimum/parameters.rs,src/MPIProcess.h,no,239,631,0.4429,0.8585,0.0,0,0,0,0,0,
