upstream_repo,upstream_subdir,upstream_ref,upstream_commit,upstream_file,upstream_symbol,upstream_line,rust_file,rust_symbol,rust_line,status,rationale
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,GradientStepTolerance,28,src/strategy.rs,grad_step_tol,101,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,GradientTolerance,29,src/strategy.rs,grad_tol,110,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,HessianG2Tolerance,33,src/strategy.rs,hess_g2_tol,137,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,HessianGradientNCycles,34,src/strategy.rs,hess_grad_ncycles,146,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,HessianNCycles,31,src/strategy.rs,hess_ncycles,119,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,HessianStepTolerance,32,src/strategy.rs,hess_step_tol,128,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,MnStrategy,20,src/strategy.rs,new,22,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,MnStrategy,23,src/strategy.rs,new,22,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,StorageLevel,38,src/strategy.rs,strategy,87,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTiny.h,One,16,,,,needs-review,architectural refactor; no 1:1 symbol match
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTraceObject.h,Init,23,,,,needs-review,architectural refactor; no 1:1 symbol match
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTraceObject.h,operator(),25,src/bin/ref_compare_runner.rs,value,137,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTraceObject.h,ParNumber,31,,,,needs-review,architectural refactor; no 1:1 symbol match
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTraceObject.h,SetParNumber,29,,,,needs-review,architectural refactor; no 1:1 symbol match
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserFcn.h;src/MnUserFcn.cxx,<no_symbol_extracted>,,src/fcn.rs;src/mn_fcn.rs,,,needs-review,source unavailable: src/MnUserFcn.cxx: failed to download https://raw.githubusercontent.com/root-project/root/a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd/math/minuit2/src/MnUserFcn.cxx: 404
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Add,96,src/user_parameter_state.rs,add,127,needs-review,multiple Rust symbol candidates
root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Add,92,src/user_parameter_state.rs,add,127,needs-review,multiple Rust symbol candidates
