legacy_id,upstream_repo,upstream_subdir,upstream_ref,upstream_commit,upstream_file,upstream_symbol,upstream_line,rust_file,rust_symbol,rust_line,raw_status,effective_status,waived,waiver_type,waiver_reason,waiver_source,ambiguous_implemented,rationale
inc/Minuit2/MnStrategy.h::GradientTolerance@29,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,GradientTolerance,29,src/strategy.rs,grad_tol,95,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnStrategy.h::HessianCentralFDMixedDerivatives@35,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,HessianCentralFDMixedDerivatives,35,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnStrategy.h::HessianForcePosDef@36,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,HessianForcePosDef,36,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnStrategy.h::HessianG2Tolerance@33,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,HessianG2Tolerance,33,src/strategy.rs,hess_g2_tol,122,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnStrategy.h::HessianGradientNCycles@34,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,HessianGradientNCycles,34,src/strategy.rs,hess_grad_ncycles,131,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnStrategy.h::HessianNCycles@31,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,HessianNCycles,31,src/strategy.rs,hess_ncycles,104,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnStrategy.h::HessianStepTolerance@32,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,HessianStepTolerance,32,src/strategy.rs,hess_step_tol,113,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnStrategy.h::IsHigh@42,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,IsHigh,42,src/strategy.rs,is_high,186,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::IsLow@40,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,IsLow,40,src/strategy.rs,is_low,176,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::IsMedium@41,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,IsMedium,41,src/strategy.rs,is_medium,181,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::IsVeryHigh@43,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,IsVeryHigh,43,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnStrategy.h::MnStrategy@20,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,MnStrategy,20,src/strategy.rs,new,19,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnStrategy.h::MnStrategy@23,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,MnStrategy,23,src/strategy.rs,new,19,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnStrategy.h::SetGradientNCycles@50,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetGradientNCycles,50,src/strategy.rs,set_gradient_ncycles,143,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetGradientStepTolerance@51,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetGradientStepTolerance,51,src/strategy.rs,set_gradient_step_tolerance,147,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetGradientTolerance@52,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetGradientTolerance,52,src/strategy.rs,set_gradient_tolerance,151,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetHessianCentralFDMixedDerivatives@61,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetHessianCentralFDMixedDerivatives,61,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnStrategy.h::SetHessianForcePosDef@65,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetHessianForcePosDef,65,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnStrategy.h::SetHessianG2Tolerance@56,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetHessianG2Tolerance,56,src/strategy.rs,set_hessian_g2_tolerance,163,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetHessianGradientNCycles@57,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetHessianGradientNCycles,57,src/strategy.rs,set_hessian_gradient_ncycles,167,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetHessianNCycles@54,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetHessianNCycles,54,src/strategy.rs,set_hessian_ncycles,155,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetHessianStepTolerance@55,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetHessianStepTolerance,55,src/strategy.rs,set_hessian_step_tolerance,159,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetHighStrategy@47,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetHighStrategy,47,src/strategy.rs,set_high_strategy,60,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetLowStrategy@45,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetLowStrategy,45,src/strategy.rs,set_low_strategy,38,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetMediumStrategy@46,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetMediumStrategy,46,src/strategy.rs,set_medium_strategy,49,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetStorageLevel@69,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetStorageLevel,69,src/strategy.rs,set_storage_level,171,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnStrategy.h::SetVeryHighStrategy@48,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,SetVeryHighStrategy,48,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnStrategy.h::StorageLevel@38,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,StorageLevel,38,src/strategy.rs,strategy,72,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnStrategy.h::Strategy@25,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnStrategy.h,Strategy,25,src/strategy.rs,strategy,72,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnTiny.h::One@16,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTiny.h,One,16,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnTiny.h::operator()@18,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTiny.h,operator(),18,src/precision.rs,new,13,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnTraceObject.h::Init@23,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTraceObject.h,Init,23,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnTraceObject.h::operator()@25,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTraceObject.h,operator(),25,src/fcn.rs,value,8,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnTraceObject.h::ParNumber@31,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTraceObject.h,ParNumber,31,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnTraceObject.h::SetParNumber@29,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnTraceObject.h,SetParNumber,29,,,,needs-review,waived,true,architectural,Intentional architectural refactor; no strict 1:1 symbol expected.,rule,false,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnUserCovariance.h::MnUserCovariance@24,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserCovariance.h,MnUserCovariance,24,src/user_covariance.rs,new,13,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserCovariance.h::Nrow@66,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserCovariance.h,Nrow,66,src/user_covariance.rs,nrow,27,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserCovariance.h::operator()@40,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserCovariance.h,operator(),40,src/user_covariance.rs,new,13,intentionally-skipped,waived,true,intentional,constructor/destructor/operator handled idiomatically in Rust,auto-intentional,false,constructor/destructor/operator handled idiomatically in Rust
inc/Minuit2/MnUserCovariance.h::Scale@58,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserCovariance.h,Scale,58,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnUserCovariance.h::size@69,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserCovariance.h,size,69,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnUserFcn.h;src/MnUserFcn.cxx::<no_symbol_extracted>@na,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserFcn.h;src/MnUserFcn.cxx,<no_symbol_extracted>,,src/fcn.rs;src/mn_fcn.rs,,,needs-review,waived,true,tooling,Upstream source extraction unavailable at pinned tag; tracked as tooling limitation.,rule,false,source unavailable: src/MnUserFcn.cxx: failed to download https://raw.githubusercontent.com/root-project/root/a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd/math/minuit2/src/MnUserFcn.cxx: 404
inc/Minuit2/MnUserParameterState.h::Add@96,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Add,96,src/user_parameter_state.rs,add,108,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::Add@92,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Add,92,src/user_parameter_state.rs,add,108,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::Add@94,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Add,94,src/user_parameter_state.rs,add,108,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::AddCovariance@99,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,AddCovariance,99,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnUserParameterState.h::CovarianceStatus@66,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,CovarianceStatus,66,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnUserParameterState.h::Edm@76,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Edm,76,src/user_parameter_state.rs,edm,56,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameterState.h::Error@113,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Error,113,src/user_parameter_state.rs,error,167,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::Errors@86,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Errors,86,src/user_parameter_state.rs,errors,171,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::Ext2int@137,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Ext2int,137,src/user_parameter_state.rs,ext2int,184,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::ExtOfInt@139,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,ExtOfInt,139,src/user_parameter_state.rs,ext_of_int,192,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::Fix@102,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Fix,102,src/user_parameter_state.rs,fix,123,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::Fval@75,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Fval,75,src/user_parameter_state.rs,fval,47,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameterState.h::HasCovariance@72,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,HasCovariance,72,src/user_parameter_state.rs,has_covariance,83,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::HasGlobalCC@73,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,HasGlobalCC,73,src/user_parameter_state.rs,global_cc,98,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameterState.h::Hessian@59,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Hessian,59,,,,missing,unresolved,false,,,,false,no symbol match in mapped Rust files
inc/Minuit2/MnUserParameterState.h::Index@129,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Index,129,src/user_parameter_state.rs,index,175,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::Int2ext@136,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Int2ext,136,src/user_parameter_state.rs,int2ext,179,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::IntOfExt@138,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,IntOfExt,138,src/user_parameter_state.rs,int_of_ext,188,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::IsValid@71,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,IsValid,71,src/user_parameter_state.rs,is_valid,74,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameterState.h::MnUserParameterState@41,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,MnUserParameterState,41,src/user_parameter_state.rs,new,25,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::MnUserParameterState@39,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,MnUserParameterState,39,src/user_parameter_state.rs,new,25,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::MnUserParameterState@44,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,MnUserParameterState,44,src/user_parameter_state.rs,new,25,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::NFcn@77,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,NFcn,77,src/user_parameter_state.rs,nfcn,65,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameterState.h::Params@85,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Params,85,src/user_parameter_state.rs,params,38,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::Release@103,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Release,103,src/user_parameter_state.rs,release,127,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::RemoveLimits@104,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,RemoveLimits,104,src/user_parameter_state.rs,remove_limits,151,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::SetError@106,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,SetError,106,src/user_parameter_state.rs,set_error,135,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::SetLimits@107,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,SetLimits,107,src/user_parameter_state.rs,set_limits,139,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::SetLowerLimit@109,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,SetLowerLimit,109,src/user_parameter_state.rs,set_lower_limit,143,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::SetName@110,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,SetName,110,src/user_parameter_state.rs,set_name,155,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::SetPrecision@142,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,SetPrecision,142,src/user_parameter_state.rs,set_precision,159,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::SetUpperLimit@108,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,SetUpperLimit,108,src/user_parameter_state.rs,set_upper_limit,147,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::SetValue@105,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,SetValue,105,src/user_parameter_state.rs,set_value,131,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::Value@112,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,Value,112,src/user_parameter_state.rs,value,163,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameterState.h::VariableParameters@140,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameterState.h,VariableParameters,140,src/user_parameter_state.rs,variable_parameters,200,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameters.h::Add@56,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,Add,56,src/user_parameters.rs,add,37,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::Add@52,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,Add,52,src/user_parameters.rs,add,37,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::Add@54,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,Add,54,src/user_parameters.rs,add,37,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::Error@70,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,Error,70,src/user_parameters.rs,error,171,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::Errors@46,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,Errors,46,src/user_parameters.rs,errors,175,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::Fix@59,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,Fix,59,src/user_parameters.rs,fix,106,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::Index@86,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,Index,86,src/user_parameters.rs,index,156,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::MnUserParameters@27,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,MnUserParameters,27,src/user_parameters.rs,new,20,needs-review,implemented,false,,,,true,multiple Rust symbol candidates
inc/Minuit2/MnUserParameters.h::Params@45,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,Params,45,src/user_parameters.rs,params,195,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::Release@60,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,Release,60,src/user_parameters.rs,release,111,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::RemoveLimits@61,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,RemoveLimits,61,src/user_parameters.rs,remove_limits,139,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::SetError@63,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,SetError,63,src/user_parameters.rs,set_error,121,implemented,implemented,false,,,,false,symbol name match
inc/Minuit2/MnUserParameters.h::SetLimits@64,root-project/root,math/minuit2,v6-36-08,a8ca1b23e38d7dbe0ff24027894ca0f2ad65f1bd,inc/Minuit2/MnUserParameters.h,SetLimits,64,src/user_parameters.rs,set_limits,126,implemented,implemented,false,,,,false,symbol name match
